employeeID,firstName,lastName,birthDate,teamID,employeeType
52,Dalano ,Banton,11/5/99,27,1
53,Harrison ,Barnes,6/3/92,25,1
54,Scottie ,Barnes,8/2/01,27,1
55,RJ ,Barrett,6/15/00,19,1
56,Will ,Barton,1/9/91,8,1
57,Charles ,Bassey,10/28/00,22,1
58,Keita ,Bates-Diop,1/26/96,26,1
59,Nicolas ,Batum,12/18/88,30,1
60,Kent ,Bazemore,7/3/89,13,1
61,Darius ,Bazley,6/11/00,20,1
62,Bradley ,Beal,6/28/93,29,1
63,Malik ,Beasley,11/27/96,17,1
64,DeAndre' ,Bembry,7/5/94,3,1
65,Davis ,Bertans,11/14/92,29,1
66,Patrick ,Beverley,7/14/88,17,1
67,Saddiq ,Bey,4/8/99,9,1
68,Khem ,Birch,10/1/92,27,1
69,Nemanja ,Bjelica,5/13/88,10,1
70,Eric ,Bledsoe,12/10/89,30,1
71,Bogdan ,Bogdanovic,8/22/92,1,1
72,Bojan ,Bogdanovic,4/21/89,28,1
73,Leandro ,Bolmaro,9/11/00,17,1
74,Isaac ,Bonga,11/9/99,27,1
75,Devin ,Booker,11/2/96,23,1
76,Chris ,Boucher,1/11/93,27,1
77,James ,Bouknight,9/18/00,4,1
78,Avery ,Bradley,11/29/90,13,1
79,Tony ,Bradley,1/10/98,5,1
80,Ignas ,Brazdeikis,1/10/99,21,1
81,Miles ,Bridges,3/21/98,4,1
82,Mikal ,Bridges,9/1/96,23,1
83,Oshae ,Brissett,6/20/98,12,1
84,Malcolm ,Brogdon,12/13/92,12,1
85,Armoni ,Brooks,6/5/98,11,1
86,Greg ,Brown III,8/31/01,24,1
87,Troy ,Brown Jr.,7/30/99,5,1
88,Bruce ,Brown,8/17/96,3,1
89,Jaylen ,Brown,10/26/96,2,1
90,Sterling ,Brown,2/13/95,7,1
91,Jalen ,Brunson,9/1/96,7,1
92,Reggie ,Bullock,3/19/91,7,1
93,Trey ,Burke,11/14/92,7,1
94,Alec ,Burks,7/21/91,19,1
95,Jared ,Butler,8/23/00,28,1
96,Jimmy ,Butler,9/17/89,15,1
97,Kentavious ,Caldwell-Pope,2/20/93,29,1
98,Facundo ,Campazzo,3/26/91,8,1
99,Clint ,Capela,5/19/94,1,1
100,Vernon ,Carey Jr.,2/26/01,4,1
101,Wendell ,Carter Jr.,4/15/99,21,1
102,Jevon ,Carter,9/16/95,3,1
103,Alex ,Caruso,2/28/94,5,1
104,Willie ,Cauley-Stein,8/18/93,7,1
105,Justin ,Champagnie,6/30/01,27,1
106,Josh ,Christopher,12/7/01,11,1
107,Brandon ,Clarke,9/19/96,14,1
108,Jordan ,Clarkson,6/10/92,28,1
109,Nicolas ,Claxton,4/19/99,3,1
110,Amir ,Coffey,6/16/97,30,1
111,John ,Collins,9/23/97,1,1
112,Mike ,Conley,10/14/87,28,1
113,Pat ,Connaughton,1/8/93,16,1
114,Sharife ,Cooper,6/11/01,1,1
115,Robert ,Covington,12/18/90,24,1
116,Torrey ,Craig,12/21/90,12,1
117,Jae ,Crowder,7/10/90,23,1
118,Seth ,Curry,8/26/90,22,1
119,Stephen ,Curry,3/19/88,10,1
120,Anthony ,Davis,3/14/93,13,1
121,Terence ,Davis,5/18/97,25,1
122,Gabriel ,Deck,2/9/95,20,1
123,Dewayne ,Dedmon,8/16/89,15,1
124,DeMar ,DeRozan,8/8/89,5,1
125,Hamidou ,Diallo,7/30/98,9,1
126,Gorgui ,Dieng,1/19/90,1,1
127,Spencer ,Dinwiddie,4/9/93,29,1
128,Luka ,Doncic,2/27/99,7,1
129,Luguentz ,Dort,4/19/99,20,1
130,Ayo ,Dosunmu,1/17/00,5,1
131,PJ ,Dozier,10/26/96,8,1
132,Goran ,Dragic,5/10/86,27,1
133,Andre ,Drummond,8/11/93,22,1
134,Chris ,Duarte,6/12/97,12,1
135,Kevin ,Durant,10/2/88,3,1
136,Anthony ,Edwards,8/5/01,17,1
137,CJ ,Elleby,6/15/00,24,1
138,Joel ,Embiid,3/18/94,22,1
139,Drew ,Eubanks,2/1/97,26,1
140,Tacko ,Fall,12/13/95,6,1
141,Derrick ,Favors,7/17/91,20,1
142,Dorian ,Finney-Smith,5/4/93,7,1
143,Malik ,Fitts,10/25/01,28,1
144,Malachi ,Flynn,5/11/98,27,1
145,Bryn ,Forbes,7/24/93,26,1
146,Trent ,Forrest,6/12/98,28,1
147,Evan ,Fournier,10/30/92,19,1
148,De'Aaron ,Fox,12/19/97,25,1
149,Daniel ,Gafford,9/30/98,29,1
150,Darius ,Garland,1/25/00,6,1
151,Marcus ,Garrett,11/9/98,15,1
152,Usman ,Garuba,3/9/02,11,1
153,Luka ,Garza,12/27/98,9,1
154,Paul ,George,5/5/90,30,1
155,Taj ,Gibson,6/26/85,19,1
156,Josh ,Giddey,10/10/02,20,1
157,Shai ,Gilgeous-Alexander,7/12/98,20,1
158,Rudy ,Gobert,6/28/92,28,1
159,Aaron ,Gordon,9/16/95,8,1
160,Eric ,Gordon,12/29/88,11,1
161,Devonte' ,Graham,2/24/95,18,1
162,Jerami ,Grant,3/14/94,9,1
163,Danny ,Green,6/26/87,22,1
164,Draymond ,Green,3/8/90,10,1
165,JaMychal ,Green,6/22/90,8,1
166,Javonte ,Green,7/24/93,5,1
167,Jalen ,Green,2/7/02,11,1
168,Jeff ,Green,8/31/86,8,1
169,Josh ,Green,11/15/00,7,1
170,Blake ,Griffin,3/19/89,3,1
171,Quentin ,Grimes,5/10/00,19,1
172,Tyrese ,Haliburton,3/1/00,25,1
173,R.J. ,Hampton,2/7/01,21,1
174,Tim ,Hardaway Jr.,3/18/92,7,1
175,James ,Harden,8/30/89,3,1
176,Maurice ,Harkless,5/12/93,25,1
177,Montrezl ,Harrell,1/26/94,29,1
178,Joe ,Harris,9/10/91,3,1
179,Tobias ,Harris,7/16/92,22,1
180,Isaiah ,Hartenstein,5/7/98,30,1
181,Josh ,Hart,3/7/95,18,1
182,Jaxson ,Hayes,5/24/00,18,1
183,Killian ,Hayes,7/25/01,9,1
184,Gordon ,Hayward,3/26/90,4,1
185,Aaron ,Henry,9/1/99,22,1
186,Juancho ,Hernangomez,10/1/95,2,1
187,Tyler ,Herro,1/21/00,15,1
188,Buddy ,Hield,12/20/92,25,1
189,George ,Hill,5/6/86,16,1
190,Solomon ,Hill,3/19/91,1,1
191,Aaron ,Holiday,9/30/96,29,1
192,Jrue ,Holiday,6/14/90,16,1
193,Justin ,Holiday,4/6/89,12,1
194,Richaun ,Holmes,10/16/93,25,1
195,Al ,Horford,6/8/86,2,1
196,Danuel ,House Jr.,6/10/93,11,1
197,Dwight ,Howard,12/11/85,13,1
198,Kevin ,Huerter,8/28/98,1,1
199,Elijah ,Hughes,3/10/98,28,1
200,De'Andre ,Hunter,12/1/97,1,1
201,Chandler ,Hutchison,4/26/96,23,1
202,Andre ,Iguodala,2/1/84,10,1
203,Joe ,Ingles,10/7/87,28,1
204,Brandon ,Ingram,9/1/97,18,1
205,Jaren ,Jackson Jr.,9/15/99,14,1
206,Frank ,Jackson,5/3/98,9,1
207,Isaiah ,Jackson,1/9/02,12,1
208,Josh ,Jackson,2/12/97,9,1
209,Reggie ,Jackson,4/17/90,30,1
210,LeBron ,James,1/2/85,13,1
211,Ty ,Jerome,7/8/97,20,1
212,Isaiah ,Joe,7/1/99,22,1
213,Alize ,Johnson,4/22/96,5,1
214,Cameron ,Johnson,3/6/96,23,1
215,Jalen ,Johnson,12/18/01,1,1
216,James ,Johnson,2/22/87,3,1
217,Keldon ,Johnson,10/11/99,26,1
218,Nikola ,Jokic,2/20/95,8,1
219,Derrick ,Jones Jr.,2/16/97,5,1
220,Herbert ,Jones,10/7/98,18,1
221,Kai ,Jones,1/20/01,4,1
222,Tre ,Jones,1/10/00,26,1
223,Tyus ,Jones,5/11/96,14,1
224,DeAndre ,Jordan,7/25/88,13,1
225,Cory ,Joseph,8/23/91,9,1
226,Georgios ,Kalaitzakis,1/3/99,16,1
227,Frank ,Kaminsky,4/5/93,23,1
228,Enes ,Kanter,5/23/92,2,1
229,Luke ,Kennard,6/27/96,30,1
230,Corey ,Kispert,3/2/99,29,1
231,Maxi ,Kleber,1/30/92,7,1
232,Kevin ,Knox II,8/10/99,19,1
233,John ,Konchar,3/24/96,14,1
234,Furkan ,Korkmaz,7/23/97,22,1
235,Vit ,Krejci,6/19/00,20,1
236,Kyle ,Kuzma,7/24/95,29,1
237,Jeremy ,Lamb,6/3/92,12,1
238,Jock ,Landale,10/27/95,26,1
239,Romeo ,Langford,10/26/99,2,1
240,Zach ,LaVine,3/11/95,5,1
241,Jake ,Layman,3/7/94,17,1
242,Damion ,Lee,10/23/92,10,1
243,Saben ,Lee,6/23/99,9,1
244,Alex ,Len,6/17/93,25,1
245,Kira ,Lewis Jr.,4/7/01,18,1
246,Damian ,Lillard,7/17/90,24,1
247,Nassir ,Little,2/12/00,24,1
248,Kevon ,Looney,2/6/96,10,1
249,Brook ,Lopez,4/6/88,16,1
250,Robin ,Lopez,4/6/88,21,1
251,Kevin ,Love,9/10/88,6,1
252,Kyle ,Lowry,3/27/86,15,1
253,Timothe ,Luwawu-Cabarrot,5/12/95,1,1
254,Trey ,Lyles,11/6/95,9,1
255,Theo ,Maledon,6/11/01,20,1
256,Sandro ,Mamukelashvili,5/22/99,16,1
257,Terance ,Mann,10/18/96,30,1
258,Tre ,Mann,2/4/01,20,1
259,Lauri ,Markkanen,5/22/97,6,1
260,Naji ,Marshall,1/25/98,18,1
261,Kenyon ,Martin Jr.,1/6/01,11,1
262,Caleb ,Martin,10/1/95,15,1
263,Cody ,Martin,10/1/95,4,1
264,Tyrese ,Maxey,11/4/00,22,1
265,Skylar ,Mays,9/4/97,1,1
266,Miles ,McBride,9/7/00,19,1
267,CJ ,McCollum,9/21/91,24,1
268,T.J. ,McConnell,3/29/92,12,1
269,Jaden ,McDaniels,9/29/00,17,1
270,Jalen ,McDaniels,2/1/98,4,1
271,Doug ,McDermott,1/5/92,26,1
272,JaVale ,McGee,1/24/88,23,1
273,Rodney ,McGruder,8/1/91,9,1
274,Jordan ,McLaughlin,4/11/96,17,1
275,Ben ,McLemore,2/13/93,24,1
276,De'Anthony ,Melton,5/29/98,14,1
277,Khris ,Middleton,8/16/91,16,1
278,Paul ,Millsap,2/15/85,3,1
279,Patty ,Mills,8/16/88,3,1
280,Davion ,Mitchell,9/4/98,25,1
281,Donovan ,Mitchell,9/8/96,28,1
282,Evan ,Mobley,6/19/01,6,1
283,Malik ,Monk,2/5/98,13,1
284,Moses ,Moody,6/1/02,10,1
285,Ja ,Morant,8/10/99,14,1
286,Marcus ,Morris Sr.,9/3/89,30,1
287,Markieff ,Morris,9/3/89,15,1
288,Monte ,Morris,6/28/95,8,1
289,Trey ,Murphy III,6/19/00,18,1
290,Dejounte ,Murray,9/19/96,26,1
291,Mike ,Muscala,7/3/91,20,1
292,Svi ,Mykhailiuk,6/9/97,27,1
293,Abdel ,Nader,9/27/93,23,1
294,Larry ,Nance Jr.,1/4/93,24,1
295,RJ ,Nembhard Jr.,3/24/99,6,1
296,Aaron ,Nesmith,10/15/99,2,1
297,Raul ,Neto,5/23/92,29,1
298,Georges ,Niang,6/17/93,22,1
299,Jaylen ,Nowell,7/8/99,17,1
300,Frank ,Ntilikina,7/30/98,7,1
301,Jusuf ,Nurkic,8/25/94,24,1
302,David ,Nwaba,1/15/93,11,1
303,Jordan ,Nwora,9/8/98,16,1
304,Josh ,Okogie,9/1/98,17,1
305,Isaac ,Okoro,1/24/01,6,1
306,KZ ,Okpala,4/30/99,15,1
307,Kelly ,Olynyk,4/21/91,9,1
308,Royce ,O'Neale,6/6/93,28,1
309,Miye ,Oni,8/3/97,28,1
310,Cedi ,Osman,4/9/95,6,1
311,Kelly ,Oubre Jr.,12/9/95,4,1
312,Kevin ,Pangos,1/26/93,6,1
313,Eric ,Paschall,11/5/96,28,1
314,Chris ,Paul,5/10/85,23,1
315,Cameron ,Payne,8/11/94,23,1
316,Gary ,Payton II,12/2/92,10,1
317,Elfrid ,Payton,2/24/94,23,1
318,Jamorko ,Pickett,12/23/97,9,1
319,Mason ,Plumlee,3/8/90,4,1
320,Jakob ,Poeltl,10/16/95,26,1
321,Aleksej ,Pokusevski,12/26/01,20,1
322,Jordan ,Poole,6/20/99,10,1
323,Kevin ,Porter Jr.,5/6/00,11,1
324,Michael ,Porter Jr.,7/1/98,8,1
325,Otto ,Porter Jr.,6/6/93,10,1
326,Kristaps ,Porzingis,8/4/95,7,1
327,Dwight ,Powell,7/21/91,7,1
328,Norman ,Powell,5/26/93,24,1
329,Joshua ,Primo,12/22/02,26,1
330,Taurean ,Prince,3/25/94,17,1
331,Payton ,Pritchard,1/28/98,2,1
332,Immanuel ,Quickley,6/16/99,19,1
333,Julius ,Randle,12/2/94,19,1
334,Austin ,Reaves,5/29/98,13,1
335,Cam ,Reddish,9/1/99,1,1
336,Paul ,Reed,6/16/99,22,1
337,Naz ,Reid,8/28/99,17,1
338,Nick ,Richards,12/1/97,4,1
339,Josh ,Richardson,9/16/93,2,1
340,Austin ,Rivers,8/4/92,8,1
341,Duncan ,Robinson,4/23/94,15,1
342,Jeremiah ,Robinson-Earl,11/4/00,20,1
343,Justin ,Robinson,10/11/97,16,1
344,Mitchell ,Robinson,3/31/98,19,1
345,Isaiah ,Roby,2/5/98,20,1
346,Rajon ,Rondo,2/26/86,13,1
347,Derrick ,Rose,10/6/88,19,1
348,Terrence ,Ross,2/7/91,21,1
349,Terry ,Rozier,3/18/94,4,1
350,Ricky ,Rubio,10/24/90,6,1
351,D'Angelo ,Russell,2/24/96,17,1
352,Domantas ,Sabonis,5/3/96,12,1
353,Tomas ,Satoransky,10/31/91,18,1
354,Dennis ,Schroder,9/16/93,2,1
355,Wayne ,Selden,10/1/94,19,1
356,Alperen ,Sengun,7/25/02,11,1
357,Collin ,Sexton,1/3/99,6,1
358,Landry ,Shamet,3/13/97,23,1
359,Day'Ron ,Sharpe,11/4/01,3,1
360,Anfernee ,Simons,6/9/99,24,1
361,Jericho ,Sims,10/22/98,19,1
362,Marcus ,Smart,3/7/94,2,1
363,Dennis ,Smith Jr.,11/24/97,24,1
364,Ish ,Smith,7/10/88,4,1
365,Jalen ,Smith,3/16/00,23,1
366,Jaden ,Springer,9/25/02,22,1
367,Lamar ,Stevens,7/8/97,6,1
368,Isaiah ,Stewart,5/21/01,9,1
369,Max ,Strus,3/28/96,15,1
370,Jalen ,Suggs,6/4/01,21,1
371,Jae'Sean ,Tate,10/30/95,11,1
372,Jayson ,Tatum,3/2/98,2,1
373,Garrett ,Temple,5/10/86,18,1
374,Daniel ,Theis,4/5/92,11,1
375,Cam ,Thomas,10/14/01,3,1
376,Matt ,Thomas,8/4/94,5,1
377,Tristan ,Thompson,3/15/91,25,1
378,JT ,Thor,8/27/02,4,1
379,Matisse ,Thybulle,3/6/97,22,1
380,Xavier ,Tillman Sr.,1/14/99,14,1
381,Obi ,Toppin,3/6/98,19,1
382,Juan ,Toscano-Anderson,4/12/93,10,1
383,Karl-Anthony ,Towns,11/17/95,17,1
384,Gary ,Trent Jr.,1/17/99,27,1
385,P.J. ,Tucker,5/10/85,15,1
386,Myles ,Turner,3/24/96,12,1
387,Jonas ,Valanciunas,5/8/92,18,1
388,Denzel ,Valentine,11/17/93,6,1
389,Jarred ,Vanderbilt,4/4/99,17,1
390,Fred ,VanVleet,2/28/94,27,1
391,Devin ,Vassell,8/23/00,26,1
392,Gabe ,Vincent,6/16/96,15,1
393,Nikola ,Vucevic,10/28/90,5,1
394,Dean ,Wade,11/20/96,6,1
395,Franz ,Wagner,8/27/01,21,1
396,Moritz ,Wagner,4/26/97,21,1
397,Lonnie ,Walker IV,12/16/98,26,1
398,Kemba ,Walker,5/9/90,19,1
399,Brad ,Wanamaker,7/28/89,12,1
400,P.J. ,Washington,8/24/98,4,1
401,Russell ,Westbrook,11/15/88,13,1
402,Derrick ,White,7/2/94,26,1
403,Hassan ,Whiteside,6/14/89,28,1
404,Andrew ,Wiggins,2/24/95,10,1
405,Robert ,Williams III,10/18/97,2,1
406,Grant ,Williams,12/1/98,2,1
407,Kenrich ,Williams,12/2/94,20,1
408,Patrick ,Williams,8/27/01,5,1
409,Ziaire ,Williams,9/11/01,14,1
410,Justise ,Winslow,3/28/96,30,1
411,Christian ,Wood,9/27/95,11,1
412,McKinley ,Wright IV,10/26/98,17,1
413,Delon ,Wright,4/27/92,1,1
414,Thaddeus ,Young,6/25/88,26,1
415,Trae ,Young,9/19/98,1,1
416,Omer ,Yurtseven,6/20/98,15,1
417,Cody ,Zeller,10/8/92,24,1
418,Ivica ,Zubac,3/17/97,30,1
